raw,cluster
Fiche de Données de Sécurité (FDS) du produit biocide (insecticide ou désinfectant) mentionnant la conformité du principe actif.,102
"Fiche de Données de Sécurité (FDS) fournisseur mise à jour (sections 3 et 15) ou attestation d'absence de SVHC > 0,1% p/p.",147
"Fiche de Données de Sécurité (FDS) fournisseur à jour (Sections 2, 3 et 12) avec mentions H400 ou H410",356
Fiche de Données de Sécurité (FDS) mentionnant la substance et inventaire des produits biocides de type 19 (répulsifs) utilisés dans l'usine.,178
"Fiche de Données de Sécurité (FDS) à jour des désinfectants (PT4) ou insecticides (PT18) utilisés sur site, mentionnant la substance active.",58
Fiche de Données de Sécurité (FDS) à jour des fluides de coupe (Section 3 et 15) mentionnant la conformité du conservateur.,318
Fiche de Données de Sécurité (FDS) à jour des fluides de coupe (solubles) mentionnant la conformité des conservateurs à l'Article 95 du règlement biocides.,6
Fiche de Données de Sécurité (FDS) à jour des produits de traitement du bois (TP8) ou insecticides (TP18) utilisés sur site.,350
"Fiche de Données de Sécurité (FDS) à jour des produits de traitement du bois ou des bois de calage/emballage utilisés, mentionnant la concentration en cyproconazole.",146
Fiche de Données de Sécurité (FDS) à jour des produits insecticides (TP18) utilisés pour l'entretien des locaux.,225
Fiche de Données de Sécurité (FDS) à jour du fluide d'usinage/lubrifiant de coupe mentionnant la 2-méthylisothiazol-3(2H)-one (MIT).,274
Fiche de Données de Sécurité (FDS) à jour du fluide de coupe (PT13) et inventaire des produits biocides utilisés pour la conservation des bains.,153
Fiche de Données de Sécurité (FDS) à jour du fluide de coupe (lubrifiant) mentionnant l'IPBC et certificat de conformité biocide du fournisseur.,130
Fiche de Données de Sécurité (FDS) à jour du produit avicide utilisé et registre d'utilisation des biocides.,207
Fiche de Données de Sécurité (FDS) à jour et dossier d'approbation fournisseur pour les fluides de coupe ou biocides TP11/TP12.,344
Fiche de Données de Sécurité (FDS) à jour et inventaire des produits biocides (type 8) utilisés pour le traitement des palettes ou bois d'emballage.,370
Fiche de Données de Sécurité (FDS) à jour et inventaire des produits biocides (type répulsifs) utilisés dans les locaux.,105
Fiche de Données de Sécurité (FDS) à jour mentionnant l'approbation de la substance et l'inventaire des produits biocides utilisés sur site.,190
Fiche de Données de Sécurité (FDS) à jour mentionnant le numéro CAS du Zinèbe pour les produits de protection/peinture utilisés.,173
Fiche de veille réglementaire mise à jour avec l'organigramme de l'autorité de tutelle.,99
"Fiches de Données de Sécurité (FDS) actualisées des huiles de coupe et lubrifiants, et mise à jour de l'inventaire des produits chimiques.",152
Fiches de Données de Sécurité (FDS) actualisées des huiles de coupe et solvants de dégraissage avec vérification de l'absence de substances soumises à autorisation (ou obtention de l'autorisation d'usage).,361
Fiches de Données de Sécurité (FDS) actualisées et attestations de conformité REACH des fournisseurs (matières premières et huiles de coupe).,310
Fiches de Données de Sécurité (FDS) actualisées et attestations de conformité REACH fournies par les fournisseurs de métaux et de fluides de coupe.,16
Fiches de Données de Sécurité (FDS) actualisées et conformes aux nouvelles dispositions REACH/CLP pour les huiles de coupe et solvants.,365
Fiches de Données de Sécurité (FDS) conformes aux sections 2 et 3 et étiquetage physique des bidons d'huiles de coupe ou solvants.,140
Fiches de Données de Sécurité (FDS) conformes et certificats de conformité REACH (Annexe XVII) fournis par les fournisseurs d'huiles de coupe ou de matières premières.,180
Fiches de Données de Sécurité (FDS) conformes à l'annexe II de REACH et certificats d'absence de substances SVHC fournis par les fournisseurs de métaux.,273
Fiches de Données de Sécurité (FDS) des consommables et certificats de conformité fournisseurs (absence de substances interdites/BPA),249
Fiches de Données de Sécurité (FDS) des désinfectants/biocides utilisés en interne mentionnant la conformité au Règlement (UE) n° 528/2012.,143
"Fiches de Données de Sécurité (FDS) des fluides de coupe et biocides à jour, mentionnant la conformité des substances actives selon le règlement BPR.",286
Fiches de Données de Sécurité (FDS) des fluides de coupe et inventaire à jour des produits chimiques avec statut d'autorisation biocide.,132
"Fiches de Données de Sécurité (FDS) des fournisseurs de métaux et huiles de coupe mises à jour, ou Attestation de conformité REACH (incluant le plomb si > 0,1%).",129
Fiches de Données de Sécurité (FDS) des huiles de coupe et certificats de conformité 'REACH/POP' des fournisseurs de métaux et lubrifiants.,354
Fiches de Données de Sécurité (FDS) des huiles de coupe et certificats de conformité fournisseurs garantissant l'absence de SCCP (paraffines chlorées à chaîne courte).,313
Fiches de Données de Sécurité (FDS) des huiles de coupe et solvants actualisées et conformes aux mentions de danger CLP,96
Fiches de Données de Sécurité (FDS) des huiles de coupe et solvants de dégraissage mises à jour selon les nouvelles classifications de danger.,164
"Fiches de Données de Sécurité (FDS) des produits d'entretien des locaux ou blocs sanitaires validant l'absence de 1,4-dichlorobenzène.",359
Fiches de Données de Sécurité (FDS) post-2015 des huiles de coupe et solvants intégrant les nouveaux pictogrammes CLP et mise à jour de l'affichage de sécurité dans l'atelier.,126
Fiches de Données de Sécurité (FDS) à jour (Section 15) et Certificats de conformité REACH fournis par les fournisseurs de métaux et de fluides de coupe.,181
Fiches de Données de Sécurité (FDS) à jour (sections 2 et 3) et étiquetage des bacs de fluides de coupe/huiles de process conforme aux nouvelles mentions de danger.,125
Fiches de Données de Sécurité (FDS) à jour (sections 2.1 et 2.2) pour les huiles de coupe et solvants de dégraissage utilisés.,30
Fiches de Données de Sécurité (FDS) à jour (sections 2.1 et 2.2) pour les huiles de coupe et solvants de dégraissage.,30
Fiches de Données de Sécurité (FDS) à jour (sections 3 et 15) et attestations de conformité REACH fournies par les fournisseurs de lubrifiants et solvants.,16
Fiches de Données de Sécurité (FDS) à jour des fluides d'usinage et registre d'inventaire des produits chimiques (vérification de l'absence de substances bannies comme l'azote d'argent ou le nitrate d'argent selon la décision spécifique).,182
Fiches de Données de Sécurité (FDS) à jour des fluides de coupe (solubles) vérifiant la conformité des agents conservateurs/biocides utilisés.,170
Fiches de Données de Sécurité (FDS) à jour des fluides de coupe et attestation de conformité du fournisseur à l'Article 95 du règlement biocides.,6
Fiches de Données de Sécurité (FDS) à jour des fluides de coupe et biocides de traitement de cuves (Section 15 : Informations réglementaires).,3
"Fiches de Données de Sécurité (FDS) à jour des fluides de coupe et huiles de laminage (Vérification des rubriques 3, 15 et conformité à l'annexe XVII).",142
Fiches de Données de Sécurité (FDS) à jour des fluides de coupe ou biocides de traitement (Section 15),3
Fiches de Données de Sécurité (FDS) à jour des fluides de coupe ou de refroidissement (TP11/13) et certificats de conformité biocide des fournisseurs.,315
Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et certificats de conformité REACH (matières premières) garantissant l'absence de substances restreintes comme le cadmium ou les composés du nickel.,278
"Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et solvants (sections 2, 11 et 15)",175
Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et solvants de dégraissage (vérification de la section 3 et 15 sur les restrictions de substances),244
"Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et solvants de dégraissage, garantissant l'absence de substances de l'Annexe A (ex: Dechlorane Plus ou UV-328).",323
"Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et solvants de dégraissage, intégrant les nouveaux pictogrammes et mentions de danger.",360
"Fiches de Données de Sécurité (FDS) à jour des huiles de coupe et solvants, cohérentes avec l'étiquetage des contenants en atelier.",148
"Fiches de Données de Sécurité (FDS) à jour des produits de dégraissage et de nettoyage industriel (vérification de la section 3 pour l'absence d'éthoxylates de nonylphénol > 0,01 %).",321
Fiches de Données de Sécurité (FDS) à jour et certificats de conformité REACH des fournisseurs d'huiles de coupe ou de produits de dégraissage.,226
Fiches de Données de Sécurité (FDS) à jour et inventaire des produits biocides utilisés (ex: conservateurs/bactéricides pour fluides de coupe).,334
Fiches de Données de Sécurité (FDS) à jour et registre de suivi des déchets (BSD) avec codes CED conformes,57
"Fiches de Données de Sécurité (FDS) à jour mentionnant les numéros d'enregistrement REACH pour les substances utilisées (huiles de coupe, solvants).",219
"Fiches de Données de Sécurité (FDS) à jour pour les fluides de coupe et huiles d'usinage, avec étiquetage conforme aux nouveaux pictogrammes CLP.",28
Fiches de caractérisation des déchets (FCD) ou Bordereaux de Suivi de Déchets Dangereux (BSDD) intégrant les codes de danger HP (Hazardous Properties) mis à jour.,240
Formulaire de déclaration annuelle TGAP (ex-Cerfa n°12052) et justificatif de télépaiement auprès des douanes.,119
Formulaire de déclaration annuelle de la TGAP (Cerfa n°12020) ou factures de traitement de déchets mentionnant explicitement la quote-part TGAP,98
Formulaires Cerfa d'exonération ou de taux réduits de TICGN (gaz) et TICPE (électricité) pour procédés métallurgiques.,333
Inventaire annuel des substances radioactives et registre de suivi des déchets (bordereaux de suivi de déchets radioactifs - BSDR),171
"Inventaire des produits biocides (ex: fluides de coupe, produits de traitement des eaux) et Fiches de Données de Sécurité (FDS) à jour.",137
Inventaire des produits chimiques de maintenance des espaces verts et vérification des Autorisations de Mise sur le Marché (AMM) via les Fiches de Données de Sécurité (FDS).,202
Inventaire des produits chimiques incluant les Fiches de Données de Sécurité (FDS) à jour pour les fluides de coupe contenant des agents conservateurs (biocides).,138
Inventaire des produits chimiques à jour croisé avec la liste d'autorisation REACH et Fiches de Données de Sécurité (FDS) de section 15 conforme.,108
Inventaire des substances chimiques (ou Fiches de Données de Sécurité) avec preuve de vérification du statut CoRAP pour les huiles de coupe et solvants.,216
Inventaire exhaustif des produits chimiques (biocides) et Fiches de Données de Sécurité (FDS) à jour avec vérification des substances actives.,316
"Inventaire exhaustif des produits chimiques (huiles de coupe, solvants, lubrifiants) accompagné des Fiches de Données de Sécurité (FDS) à jour et conformes au règlement REACH.",121
Inventaire technique du parc machine mentionnant la conformité CE et l'absence des modèles de sableuses spécifiquement visés par l'interdiction.,103
"Inventaire à jour des substances chimiques utilisées (huiles de coupe, solvants) avec vérification de leur présence dans la liste CoRAP.",65
Justificatif de déclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou attestation de versement des taxes sur les déchets industriels.,5
Justificatif de déclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou certificats d'exonération de taxes énergétiques (ex: TICFE).,5
Justificatif de déclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) pour les déchets industriels,5
Justificatif de déclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) pour les déchets métalliques ou huiles usagées.,5
Justificatif de déduction fiscale pour investissement productif (sur-amortissement) sur l'achat d'une presse ou machine de découpe laser.,177
Justificatif de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou attestation d'exonération de la TICFE pour les procédés métallurgiques intensifs.,22
Justificatif de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou attestation de suramortissement pour l'achat de machines de découpage neuves (dispositif 'Industrie du Futur').,169
Justificatif de télédéclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou attestation d'exonération de la TICFE.,22
Justificatif de télédéclaration et de paiement de la TGAP (Taxe Générale sur les Activités Polluantes) ou certificats d'économies d'énergie (CEE),22
Lettre de voiture ADR (document de transport) et rapport annuel du Conseiller à la Sécurité (CSMD) le cas échéant.,73
Mise à jour de l'annuaire des autorités compétentes (DGE/DREETS) dans le dossier de veille réglementaire.,159
Mise à jour du Document Unique (DUERP) intégrant les nouvelles modalités de suivi de l'état de santé des salariés et l'évaluation actualisée des risques chimiques (FDS conformes au règlement CLP).,161
Mise à jour du Règlement Intérieur (clauses sur l'interdiction de vapoter) et attestations de suivi de santé au travail (DMST),107
Mise à jour du registre de veille réglementaire et actualisation de l'organigramme des autorités compétentes (DREAL/Préfecture) dans le dossier ICPE.,176
Note d'analyse de compatibilité du site (ou des projets d'extension) avec le Schéma Régional des Carrières (SRC) consultable en mairie ou préfecture.,157
Note de compatibilité SDAGE intégrée au dossier d'autorisation environnementale (ICPE) ou à l'étude d'incidence.,94
Notification de cessation d'activité et mémoire de mise en sécurité (transmis à la Préfecture),64
Photos des emballages produits ou des fiches techniques avec marquage Triman et Info-tri,51
"Photos des étiquettes de conformité apposées sur les groupes froids (chillers) des machines de découpe ou les climatisations d'armoires électriques, et mention de la vérification de l'étiquetage dans le registre de suivi des fluides frigorigènes.",52
Plan d'Opération Interne (POI) ou Plan d'Urgence à jour intégrant les coordonnées et protocoles de liaison avec la DREAL/Préfecture,72
Plan de Continuité d'Activité (PCA) incluant le recensement des stocks de métaux stratégiques et les procédures de priorité de commande de l'État.,112
Plan de Gestion des Solvants (PGS) ou Rapport annuel de mesure des rejets atmosphériques,90
Plan de circulation du site identifiant les 'voies engins' maintenues libres de tout encombrement et PV de la commission de sécurité.,258
Plan de gestion des déchets du site incluant des indicateurs de réduction des chutes de métaux à la source.,84
Plan de gestion des solvants (PGS) et Bordereaux de Suivi de Déchets Dangereux (BSDD) pour les solvants usés,32
Procès-verbal de contrôle (DREAL ou OFB) mentionnant les références de commissionnement et d'assermentation de l'inspecteur.,322
Procès-verbal de requalification périodique (épreuve hydraulique) des récipients à gaz ou des réservoirs sous pression.,144
Procédure de gestion des situations d'urgence (Plan d'Urgence Environnemental) intégrant les seuils d'alerte de Vigicrues et les modalités de surveillance définis par le schéma.,186
Procédure interne de gestion de crise 'Inondation' incluant la preuve d'inscription aux alertes Vigicrues et le plan de mise en sécurité des machines-outils.,179
"Procédure interne de gestion des alertes pollution et justificatif de diffusion des consignes sanitaires au personnel (affichage, mail ou registre sécurité).",165
Protocole de détection de radioactivité à l'entrée du site ou certificat de non-contamination des ferrailles/matières premières,162
Protocole de sécurité (chargement/déchargement) à jour et co-signé avec les transporteurs de matières premières et de ferrailles,53
Rapport annuel du Conseiller à la Sécurité (CSTMD) ou Document de transport ADR (bordereau d'expédition),21
Rapport annuel du Conseiller à la Sécurité (CSTMD) ou Document de transport de marchandises dangereuses (mentionnant les numéros ONU).,21
Rapport annuel du Conseiller à la Sécurité (CSTMD) ou Protocole de sécurité de chargement/déchargement pour les gaz de découpe,10
Rapport annuel du Conseiller à la Sécurité (CSTMD) ou Protocoles de sécurité (chargement/déchargement),10
"Rapport d'Analyse du Cycle de Vie (ACV) des pièces métalliques produites, établi selon la méthode PEF (Product Environmental Footprint).",55
Rapport d'analyse RSDE (Recherche de Substances Dangereuses dans l'Eau) semestriel ou annuel incluant les nouveaux paramètres et limites de quantification.,156
"Rapport d'analyse RSDE (Recherche des Substances Dangereuses dans l'Eau) portant sur les métaux lourds (Cadmium, Nickel, Plomb) et les HAP.",128
Rapport d'analyse coût-avantages (ACA) relatif à la récupération de chaleur fatale (obligatoire pour les installations > 20 MW),80
"Rapport d'analyse de laboratoire agréé des rejets d'eaux (recherche de métaux lourds, HAP et substances prioritaires).",75
"Rapport d'analyse des rejets aqueux (Campagne RSDE) incluant la recherche des substances de la liste de vigilance (ex: PFAS, antibiotiques).",248
Rapport d'analyses des rejets aqueux (Campagne RSDE) effectué par un laboratoire agréé COFRAC,74
"Rapport d'audit énergétique complet de moins de 4 ans couvrant au moins 80 % de la facture énergétique, ou certificat de certification ISO 50001 sur l'ensemble du périmètre.",123
Rapport d'audit énergétique réglementaire (NF EN 16247) ou certification ISO 50001,100
Rapport d'audit énergétique réglementaire (obligatoire pour les grandes entreprises) ou Certificat d'Économie d'Énergie (CEE),196
"Rapport d'audit énergétique réglementaire ou Attestation de tri 7 flux (déchets de métaux, papier, verre, plastique, bois, métal, plâtre)",62
Rapport d'inspection de l'environnement (DREAL/DDT) relatif aux contrôles de la police de l'eau ou de la nature.,241
Rapport d'inspection périodique ou carnet de maintenance des réservoirs de stockage aériens mentionnant explicitement le référentiel DT 94.,155
Rapport d'étude d'impact acoustique (mesures et modélisation aux points de calcul réglementaires) réalisé par un bureau d'études spécialisé.,283
Rapport d'étude de dangers (EDD) des ouvrages hydrauliques ou compte-rendu de visite technique approfondie (VTA) par un organisme agréé,87
Rapport d'étude de dimensionnement parasismique des réservoirs et de leurs supports (Note de calcul),97
Rapport d'étude de faisabilité technico-économique des approvisionnements en énergie (réalisé par un bureau d'études avant le dépôt du permis de construire),14
Rapport d'étude de faisabilité technico-économique des solutions d'approvisionnement en énergie (document obligatoire avant le dépôt du permis de construire).,14
Rapport d'étude de vulnérabilité sismique ou Plan de mise en sécurité sismique des installations,109
Rapport d'évaluation de conformité ICPE (Installation Classée pour la Protection de l'Environnement) mis à jour,63
Rapport de campagne d'analyse RSDE (Recherche de Substances Dangereuses dans l'Eau) ou bilan annuel des rejets aqueux par un laboratoire agréé.,174
Rapport de contrôle de conformité initial ou périodique (audit de conformité ICPE 2560),158
Rapport de contrôle de l'ASN (Autorité de Sûreté Nucléaire) ou Évaluation du risque radiologique intégrée au Document Unique (DUER),60
Rapport de contrôle périodique de conformité par un organisme agréé (vérification des prescriptions de l'arrêté type 2561),69
Rapport de contrôle périodique de radioprotection (si présence de sources pour le contrôle non destructif ou de détecteurs de niveau),31
Rapport de contrôle périodique ou de requalification des équipements sous pression (ex: réservoir du compresseur d'air ou cuves de gaz de découpe O2/N2).,113
"Rapport de contrôle périodique par un organisme agréé (vérifiant la conformité aux prescriptions modifiées, notamment sur les aspects foudre et rétentions).",25
Rapport de contrôle technique de radioprotection (réalisé par un organisme vérificateur accrédité ou le Conseiller en Radioprotection) concernant les dispositifs de contrôle non destructif ou les portiques de détection.,47
Rapport de contrôle technique de radioprotection des équipements (générateurs de rayons X ou sources scellées utilisés pour le contrôle qualité/CND),114
Rapport de contrôle technique périodique (débit et pression) des Points d'Eau Incendie (PEI) et attestation de conformité au Règlement Départemental (RDDECI).,172
Rapport de diagnostic de pollution des sols (état initial ou quadriennal) et plan de gestion des bacs de rétention pour les huiles de coupe.,120
Rapport de mesurage de l'émergence sonore (réalisé par un organisme compétent avec conformité aux normes NF S 31-010 ou NF S 31-115).,48
Rapport de mesures d'émergence sonore en limite de propriété (période d'activité des presses) et registre de suivi des déchets (BSD) pour les huiles de coupe.,89
"Rapport de requalification périodique (tous les 10 ans) ou d'inspection périodique (tous les 4 ans) délivré par un organisme habilité (ex: APAVE, Bureau Veritas) pour les réservoirs d'air comprimé.",4
Rapport de requalification périodique (établi par un organisme habilité type APAVE/ASAP) mentionnant explicitement le recours aux contrôles non destructifs (ex: émission acoustique) en remplacement de l'épreuve hydraulique.,154
Rapport de suivi d'autosurveillance des rejets aqueux et conformité aux prescriptions de l'arrêté préfectoral du site,160
Rapport de visite d'inspection de la DREAL (ou compte-rendu d'audit de conformité réglementaire interne),166
Rapport et conclusions motivées du commissaire enquêteur (intégrant l'avis personnel distinct du résumé des observations),82
Rapport et conclusions motivées du commissaire enquêteur (ou Arrêté préfectoral d'ouverture d'enquête publique mentionnant l'objet et le périmètre),86
Rapport et conclusions motivées du commissaire enquêteur (ou attestation d'affichage en mairie du dossier de consultation du public),85
Rapport et conclusions motivées du commissaire enquêteur (vérification de la conformité du périmètre géographique de l'enquête).,141
Rapports d'analyses RSDE (Recherche de Substances Dangereuses dans l'Eau) et résultats d'autosurveillance des rejets aqueux.,15
Rapports d'analyses d'autosurveillance des rejets d'eaux industrielles (recherche de métaux lourds et hydrocarbures),163
Rapports d'analyses de laboratoire des rejets aqueux (campagne RSDE ou recherche de micropolluants spécifiques),124
Rapports d'analyses périodiques des eaux souterraines (via piézomètres) mesurant les concentrations en métaux lourds et solvants chlorés (TCE/PCE).,188
Rapports d'analyses périodiques des rejets d'eaux usées (recherche de métaux lourds et substances prioritaires identifiées dans l'inventaire des flux).,79
Rapports d'autosurveillance des rejets (eaux/air) et déclaration annuelle des émissions (GEREP),81
Rapports de campagnes d'analyses physico-chimiques des rejets d'eaux de surface (auto-surveillance),88
"Registre chronologique de gestion des déchets (incluant les chutes de métaux, les huiles de coupe et les emballages souillés) à jour des tonnages et des codes CED, ainsi que les BSDD (Bordereaux de Suivi de Déchets Dangereux) via Trackdéchets.",135
"Registre chronologique de production, d'expédition et de traitement des déchets (incluant les métaux et huiles de coupe) et attestation annuelle de tri '7 flux'.",93
"Registre chronologique de suivi des déchets (RSD) incluant les déchets dangereux (huiles de coupe, solvants) et non dangereux (chutes de métaux).",78
Registre chronologique de suivi des déchets (RSD) à jour intégrant les justificatifs de tri à la source (attestation tri 5/7 flux),46
Registre chronologique de suivi des déchets (dangereux et non dangereux) incluant les codes déchets et les justificatifs de traitement (BSD/BSDA).,43
Registre chronologique de suivi des déchets (incluant les Bordereaux de Suivi de Déchets - BSD) et attestations de tri 5 flux.,7
Registre chronologique de suivi des déchets (incluant les métaux et les huiles de coupe) et justificatifs de tri '5 flux',23
Registre chronologique de suivi des déchets (sortants) et attestations de tri à la source (Tri 5 Flux),92
"Registre chronologique des déchets sortants avec affectation des codes CED (ex: 12 01 01 pour la limaille de fer, 12 01 09* pour les émulsions d'usinage).",56
Registre d'enquête publique ou Bilan de la participation du public (dans le cadre d'un dossier d'autorisation ou d'enregistrement ICPE),183
Registre de notification ou PV d'information des salariés en cas de projet de cession d'entreprise (Droit d'information préalable),70
"Registre de suivi chronologique des déchets (incluant les métaux, huiles de coupe et emballages souillés) à jour",76
Registre de suivi des déchets (BSD) et Plan d'intervention en cas de pollution accidentelle (fuite d'huiles de coupe).,136
Registre de suivi des déchets (BSD) et rapports d'autosurveillance des rejets liquides (pour prévenir les délits de pollution),49
"Registre de suivi des déchets (dangereux et non-dangereux) à jour, incluant les métaux et les huiles d'usinage.",34
Registre de suivi des déchets (spécifiquement pour la valorisation des emballages bois/palettes) ou Plan d'entretien des espaces verts sans produits phytosanitaires.,68
Registre de suivi des emballages bois (certificats NIMP15) ou rapport annuel de consommation de substances SACO via le portail européen ODS.,37
Registre de veille des Fiches de Données de Sécurité (FDS) et justificatifs de transmission d'informations toxicologiques aux fournisseurs/ECHA.,54
Registre spécial des alertes en matière de santé publique et d'environnement (ou Procédure interne de recueil des signalements des lanceurs d'alerte),45
Registre spécial des alertes en matière de santé publique et d'environnement (ou procédure interne de recueil des signalements affichée).,45
Récépissé de déclaration IOTA (Loi sur l'eau) visé par la Préfecture et dossier de prescriptions générales associé.,50
Récépissé de déclaration ou Arrêté Préfectoral d'Autorisation/Enregistrement (Preuve de conformité administrative face à la concurrence),44
Récépissé de déclaration ou Arrêté Préfectoral d'Autorisation/Enregistrement mentionnant les rubriques ICPE mises à jour.,42
Récépissé de déclaration ou Arrêté préfectoral d'autorisation à jour mentionnant les rubriques de la nomenclature (ex: Rubrique 2560 pour le travail des métaux).,9
"Récépissé de déclaration ou Dossier d'enregistrement/autorisation à jour incluant les rubriques 2560, 2561 ou 2562",59
Récépissé de dépôt de dossier ICPE (télédéclaration) ou DUERP mis à jour intégrant les simplifications administratives.,40
Récépissé de dépôt du rapport d'audit énergétique ou du BEGES sur la plateforme de l'ADEME,71
Récépissé de télédéclaration annuelle GEREP (Gestion du Registre des Émissions Polluantes),41
"Tableau de classement ICPE actualisé (audit de conformité des rubriques 2560, 2561 ou 2575 pour le travail des métaux)",8
Tableau de classement ICPE actualisé (audit de conformité des rubriques 2560/2561) et récépissé de déclaration ou arrêté préfectoral à jour.,8
Tableau de classement ICPE du site actualisé et justificatif de dépôt de dossier (ou récépissé) en préfecture si changement de seuil sur la rubrique 2560.,35
"Tableau de classement ICPE du site mis à jour (vérification des rubriques 2560, 2561 ou 1510 selon les stocks)",184
"Tableau de classement ICPE mis à jour avec les nouveaux seuils et régimes (vérification de la conformité des rubriques 2560, 2561 ou 2562 pour le découpage métaux).",39
"Tableau de classement ICPE à jour (vérification des rubriques 2560, 2561 ou 2562 relatives au travail des métaux)",36
"Tableau de classement ICPE à jour mentionnant les rubriques de travail des métaux (ex: 2560, 2561, 2562) et les volumes associés.",67
Titres d'habilitation électrique du personnel (indices V pour le voisinage) et carnet de prescriptions électriques remis contre décharge.,77
Étude d'impact environnemental (volet biodiversité) ou Note de conformité au PLU concernant les trames vertes et bleues,27
Étude d'impact environnemental ou Notice d'incidence (Dossier ICPE) vérifiant la non-fragmentation des habitats naturels par l'emprise de l'usine.,61
Étude d'incidence environnementale sur la masse d'eau réceptrice ou Diagnostic de conformité aux NQE (Normes de Qualité Environnementale).,26
Étude de dangers (EDD) mise à jour intégrant les nouveaux scénarios d'incendie et les calculs de rétention des eaux d'extinction.,29
Étude de vulnérabilité aux risques naturels (ou Rapport d'étude géotechnique G2 en cas d'extension du bâtiment),33
Étude de vulnérabilité du bâti et justificatif de mise en conformité aux prescriptions de zonage du PPRT local (ex: renforcement des vitrages ou protection contre les effets de surpression).,17
Évaluation des Risques Sanitaires (ERS) actualisée au sein du dossier d'autorisation ICPE,20
Évaluation des Risques Sanitaires (ERS) incluse dans l'étude d'impact du dossier d'autorisation,91
Évaluation des Risques Sanitaires (ERS) incluse dans le dossier d'autorisation d'exploiter ou diagnostic de pollution des sols (levée de doute).,38
